Worker,Time (seconds),Where do you live? (City and State/Country),Are you Male or Female?,What's your Age?,If I could live forever I would/would not?,Which closes fits what you think will happen when you die?,I think the following is most important for good health (choose one),How much do you think about your weight?,What do you do to help cope with stress most?,"If you spend the day being lazy, do you feel good or bad?","In general, do you feel life has been fair to you?",How many languages do you speak fluently?,Did you grow up with a pet?,My current relationship status:,Select where you usually get your information about the world from,Select how obedient or independent you think children should be,"If I could enhance my unborn child's DNA in only ONE way, I would improve their: (choose one)",How strict or lenient were your parents when you were growing up?,The following would make my life better (choose one),How much time do you spend alone each day?,How optimistic or pessimistic are you?,How many generations currently live in your household?,Who are you more similar to?,I would or would not say that one of the main goals in my life has been to make my parents proud,Where are you in the birth order of your siblings,My pet thinks of me as its _______________ (choose one),Rank how trustworthy you think people are,"In general, I do/do not feel that life has been fair to me",I think successful people more/less honest than the average person,Select where you feel safest,Do you know the names of your closest neighbors?,How safe or scary is your neighborhood?,"If there were a fire at my home, I would take the following item first",Would you kill another person if your life depended on it?,Who would you vote for president of the US?,I usually average X hours sleep each night,I usually wake up in the following way:,Pick how often you have lucid dreams,Pick how often you remember your dreams during the day,Pick what you mostly dream about,"If there were a pill that eliminated the need for sleep, I would/would not not take it",Have you slept-walked before?,Do you nap regularly?,Have you experienced love at first sight,Would you marry someone with whom you could never have children?,Do you think it is acceptable for a married person to have an affair?,Do you think love is necessary for marriage?,Do you kick your pet out of the room before having sex?,"If I could change ONE thing about my partner, it would be the following (pick one)",I was X years old when I got married
A1P2EVJXWYR94M,327,Chennai,Female,Under 20,Would,My spirit will return to some universal entity,Exercise,Sometimes,Work,Bad,I do,2,Yes,Single,Computer,Very Obedient,Intelligence,Somewhat Strict,Better health,Some of my time,Exactly in the middle,3,Mom,Would,Youngest,Mother or father,Somewhat trustworthy,Do,Less,Work,Yes,Somewhat safe,Money,No,Barack Obama,4-6 hours,Naturally,Seldom,Seldom,Falling,Would,No,No,Yes,No,Yes,Yes,I don't have a pet,Intelligence,I'm not married
A2XMDX9QKAGUD1,222,Uppal Kalan,Male,21-25,Would,I will go to heaven or hell,Exercise,Sometimes,Exercise,Good,I do,3,Yes,Single,Computer,Very Obedient,Lifespan,Somewhat Strict,More Free time,Some of my time,Exactly in the middle,4,Dad,Would,Youngest,Owner/master,Somewhat untrustworthy,Do,More,Work,Yes,Somewhat scary,Money,Yes,Mitt Romney,6-8 hours,By my Child/Children,Seldom,Seldom,Flying,Would,Yes,Yes,Yes,No,Yes,Yes,Yes,Looks,21-30
A563D7AD0NWY2,255,Madurai tamilmadu ,Male,Under 20,Would,I will be reincarnated,Exercise,Sometimes,Work,Good,I do not,2,No,Single,Computer,Somewhat Obedient,Lifespan,Exactly in the middle,More Free time,All my time,Somewhat pessimistic,2,Mom,Would,Youngest,Playmate,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Neither safe nor scary,Electronics,Yes,Mitt Romney,6-8 hours,Naturally,Seldom,Often,Falling,Would,Yes,Yes,No,No,Yes,Yes,Yes,Looks,21-30
A2NBQXD2V7045H,510,Gondia,Male,21-25,Would,Nothing. Game over.,Exercise,Sometimes,Exercise,Bad,I do,2,No,Single,TV,Somewhat Obedient,Immunity,Somewhat Strict,More Money,Some of my time,Exactly in the middle,1,Neither,Would,Middle,I don't have a pet,Very trustworthy,Do,Less,Church/Temple/Mosque,Yes,Somewhat safe,Other,No,Barack Obama,6-8 hours,Naturally,Often,Never,Other,Would not,No,No,Yes,No,No,No,Yes,Intelligence,I'm not married
ABUVC5ZDTBGYC,618,Coimbatore,Male,41-45,Would,Nothing. Game over.,Proper diet,Constantly,Music/Art,Bad,I do not,3,No,Married,TV,A little of both,Intelligence,Somewhat Lenient,Better job,Some of my time,Exactly in the middle,2,Both about equally,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Somewhat safe,Money,No,Barack Obama,4-6 hours,By a Family member,Never,Never,Other,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Nothing,21-30
ABUVC5ZDTBGYC,627,Coimbatore,Male,41-45,Would,Nothing. Game over.,Proper diet,Constantly,Music/Art,Bad,I do not,3,No,Married,TV,A little of both,Intelligence,Somewhat Lenient,Better job,Some of my time,Exactly in the middle,2,Both about equally,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Somewhat safe,Money,No,Barack Obama,4-6 hours,By a Family member,Never,Never,Other,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Nothing,21-30
A38BQWWCSMSBO0,505,Chennai,Female,36-40,Would not,Nothing. Game over.,Proper diet,Constantly,Prayer,Bad,I do,2,No,Married,Newspapers/Magazines,Very Obedient,Intelligence,Very Strict,Nothing - I'm all good,None of my time,Exactly in the middle,3,Both about equally,Would,Youngest,Mother or father,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Money,No,Barack Obama,4-6 hours,Naturally,Never,Often,Other,Would not,No,No,No,No,No,No,I don't have a pet,Personality,21-30
A3RJEPEQRGNWR3,1302,Chengannur kerala,Male,26-30,Would not,Nothing. Game over.,Proper diet,Sometimes,Prayer,Bad,I do,2,No,Single,TV,Somewhat Obedient,Lifespan,Somewhat Strict,Better job,Some of my time,Exactly in the middle,2,Mom,Would not,Oldest,I don't have a pet,Somewhat untrustworthy,Do,More,Home,Yes,Very safe,Jewelry,Yes,Barack Obama,4-6 hours,Naturally,Seldom,Never,Other,Would,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Nothing,I'm not married
A1OFQGMOFYZ229,183,Bangalore,Male,21-25,Would,I will be reincarnated,Exercise,Sometimes,Work,Good,I do not,3,No,Single,Computer,Somewhat Obedient,Lifespan,Somewhat Strict,Better job,Some of my time,Somewhat pessimistic,2,Dad,Would not,Middle,Playmate,Somewhat trustworthy,Do not,The same,School,Yes,Neither safe nor scary,Electronics,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Never,Falling,Would,No,Yes,No,No,Yes,No,No,Nothing,I'm not married
A3FF9OB7Y81TTM,621,Kozhikode district,Male,46-50,Would not,I will go to heaven or hell,Exercise,Sometimes,Prayer,Bad,I do,5+,No,Married,Newspapers/Magazines,A little of both,Nothing,Exactly in the middle,More Money,Not much of my time,Exactly in the middle,2,Mom,Would,I don't have siblings,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Being naked in public,Would,No,Yes,Yes,No,No,Yes,I don't have a pet,Personality,21-30
A1EHL5MLHWHHY7,575,Kozhikode,Male,Under 20,Would not,I will go to heaven or hell,Exercise,Sometimes,Music/Art,Bad,I do,3,No,Single,Newspapers/Magazines,A little of both,Immunity,Very Strict,Better health,Some of my time,Exactly in the middle,3,Mom,Would,I don't have siblings,I don't have a pet,Somewhat untrustworthy,Do,More,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Being naked in public,Would,Yes,Yes,Yes,Yes,No,Yes,I don't have a pet,Nothing,I'm not married
ALZBAKFAVKXSP,755,Pattukottai,Female,21-25,Would not,My spirit will return to some universal entity,Exercise,Sometimes,Music/Art,Bad,I do not,1,No,Single,Newspapers/Magazines,Very Obedient,Immunity,Very Strict,Better health,Some of my time,Very optimistic,3,Both about equally,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do not,The same,Home,Yes,Neither safe nor scary,Other,No,Mitt Romney,4-6 hours,With an Alarm clock,Never,Often,Other,Would not,Yes,No,No,No,Yes,Yes,I don't have a pet,Intelligence,I'm not married
A291UK81KQXCPF,324,Tiruchirapallin-style,Male,21-25,Would,I will be reincarnated,Exercise,Sometimes,Alcohol/Drugs,Good,I do not,2,Yes,Single,Computer,Somewhat Independent,Intelligence,Exactly in the middle,Better job,Some of my time,Somewhat pessimistic,4,Mom,Would not,Oldest,Mother or father,Somewhat trustworthy,Do,Less,School,Yes,Somewhat scary,Photo album,No,Mitt Romney,6-8 hours,From a Rooster,Seldom,Seldom,Being naked in public,Would not,Yes,Yes,No,No,Yes,Yes,No,Intelligence,21-30
A1LQ1TTZ0DPVTU,601,Hyderabad,Male,21-25,Would,Nothing. Game over.,Exercise,Never,Exercise,Bad,I do not,2,No,Single,SmartPhone,Somewhat Obedient,Intelligence,Very Lenient,Better Romance,Some of my time,Very optimistic,2,Mom,Would,Youngest,I don't have a pet,Somewhat untrustworthy,Do not,The same,Church/Temple/Mosque,Yes,Very safe,Money,Yes,Mitt Romney,6-8 hours,With an Alarm clock,Seldom,Seldom,Being chased,Would not,No,No,No,Yes,No,Yes,I don't have a pet,Intelligence,I'm not married
A35BEI6MGEWWKJ,405,"erode,tamilnadu",Male,Under 20,Would not,I will go to heaven or hell,Proper diet,Sometimes,Exercise,Bad,I do,1,No,Single,Computer,A little of both,Intelligence,Very Lenient,Better job,Most of my time,Exactly in the middle,2,Both about equally,Would,Middle,Mother or father,Neither trustworthy or untrustworthy,Do not,The same,School,Yes,Neither safe nor scary,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,No,Yes,No,Yes,I don't have a pet,Sexual ability,I'm not married
A3K5SBHVL9F4VW,437,"Karura District, tamilnadu / india",Male,31-35,Would not,Nothing. Game over.,Exercise,Sometimes,Alcohol/Drugs,Good,I do,2,Yes,Married,TV,A little of both,Immunity,Somewhat Strict,Nothing - I'm all good,Some of my time,Exactly in the middle,3,Neither,Would not,I don't have siblings,Playmate,Somewhat trustworthy,Do,Less,Home,Yes,Somewhat safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Intelligence,21-30
A17Q797VA1WW1V,648,Lucknow,Female,26-30,Would not,Nothing. Game over.,Environment,Sometimes,Music/Art,Bad,I do,2,No,Married,Newspapers/Magazines,A little of both,Intelligence,Very Lenient,Better Romance,Some of my time,Somewhat pessimistic,3,Dad,Would,Middle,Playmate,Very trustworthy,Do,Less,Home,Yes,Somewhat safe,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Never,Seldom,Being unprepared for something,Would not,No,No,Yes,Yes,No,Yes,I don't have a pet,Nothing,21-30
A1JEXXV0NXFDKT,645,Tirur,Male,Under 20,Would,I will go to heaven or hell,Exercise,Sometimes,Work,Bad,I do,3,Yes,Single,Computer,Somewhat Obedient,Intelligence,Exactly in the middle,Better health,Not much of my time,Exactly in the middle,3,Dad,Would,Youngest,Owner/master,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Other,Yes,Mitt Romney,6-8 hours,Naturally,Seldom,Often,Being unprepared for something,Would,No,No,No,No,Yes,No,Yes,Personality,21-30
A300IIXHHW7FWL,548,Coimbatore/ tamilnadu/country ,Male,21-25,Would,My spirit will return to some universal entity,Proper diet,Constantly,Family/friends,Good,I do not,2,Yes,Married,Computer,A little of both,Appearance,Very Lenient,Better health,Some of my time,Somewhat pessimistic,4,Mom,Would,Youngest,Owner/master,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Money,No,Barack Obama,4-6 hours,Naturally,Seldom,Often,Being chased,Would,Yes,Yes,Yes,Yes,Yes,Yes,I don't have a pet,Intelligence,21-30
A2AZNE4IEW5Y07,893,New Jalpaiguri,Female,26-30,Would,My spirit will return to some universal entity,Genes,Constantly,Family/friends,Bad,I do,4,No,Married,TV,Very Independent,Intelligence,Somewhat Strict,Better job,None of my time,Somewhat pessimistic,4,Mom,Would,Middle,I don't have a pet,Somewhat trustworthy,Do,More,Work,Yes,Very safe,Money,No,Barack Obama,4-6 hours,Naturally,Seldom,Seldom,Other,Would not,Yes,No,Yes,No,No,Yes,I don't have a pet,Intelligence,21-30
A331H5O1LJJMY6,377,Kannur City,Male,21-25,Would,I will go to heaven or hell,Proper diet,Sometimes,Family/friends,Bad,I do,2,No,Single,TV,Somewhat Obedient,Intelligence,Exactly in the middle,More Money,Some of my time,Somewhat optimistic,3,Dad,Would,Middle,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Money,No,Mitt Romney,More than 8 hours,By a Family member,Often,Seldom,Being naked in public,Would,No,No,Yes,Yes,No,No,I don't have a pet,Personality,I'm not married
AE4JRH49ILK4H,635,Chennai,Female,21-25,Would not,I will be reincarnated,Environment,Sometimes,Prayer,Good,I do,2,No,Single,Computer,A little of both,Immunity,Very Strict,Nothing - I'm all good,Not much of my time,Somewhat optimistic,2,Dad,Would,Oldest,I don't have a pet,Somewhat untrustworthy,Do,Less,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Nothing,I'm not married
A26CQ5SGQKKF6T,191,Chennai,Male,21-25,Would,I will go to heaven or hell,Proper diet,Sometimes,Work,Good,I do,2,Yes,Single,SmartPhone,Very Obedient,Intelligence,Somewhat Strict,More Free time,Most of my time,Somewhat pessimistic,2,Dad,Would,Middle,Owner/master,Very untrustworthy,Do,More,Home,Yes,Very scary,Photo album,Yes,Barack Obama,4-6 hours,With an Alarm clock,Often,Seldom,Falling,Would,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Looks,Under 20
AWTBQD8LH6IQG,458,Viluppuram,Female,21-25,Would,Nothing. Game over.,Exercise,Sometimes,Family/friends,Bad,I do,2,No,Single,Computer,Somewhat Obedient,Intelligence,Exactly in the middle,Better health,Some of my time,Very optimistic,2,Dad,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,I'm not married
ALSATN0B8I4O0,515,Jaipur,Male,21-25,Would,I will go to heaven or hell,Exercise,Constantly,Music/Art,Bad,I do,3,Yes,Single,Computer,Very Independent,Intelligence,Very Strict,More Money,Not much of my time,Somewhat optimistic,3,Neither,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Somewhat scary,Electronics,No,Barack Obama,4-6 hours,From a Rooster,Seldom,Never,Being chased,Would not,Yes,No,No,No,Yes,Yes,I don't have a pet,Sexual ability,31-40
A2J1W0C80GQ3SV,594,Coimbatore,Male,26-30,Would,I will go to heaven or hell,Exercise,Constantly,Family/friends,Bad,I do not,2,No,Single,Computer,Somewhat Obedient,Immunity,Somewhat Strict,Nothing - I'm all good,Most of my time,Somewhat optimistic,2,Both about equally,Would,I don't have siblings,I don't have a pet,Neither trustworthy or untrustworthy,Do not,The same,I don't feel completely safe anywhere,Yes,Somewhat safe,Other,No,Barack Obama,4-6 hours,Naturally,Often,Often,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Looks,I'm not married
A3PDKI5EE5ZC5B,627,Madurai Tamilnadu India,Female,36-40,Would not,Nothing. Game over.,Proper diet,Constantly,Family/friends,Bad,I do,2,No,Married,Newspapers/Magazines,Somewhat Independent,Immunity,Very Lenient,Better health,Most of my time,Somewhat pessimistic,4,Mom,Would not,Oldest,I don't have a pet,Somewhat untrustworthy,Do,More,Home,Yes,Neither safe nor scary,Jewelry,No,Barack Obama,6-8 hours,With an Alarm clock,Often,Seldom,Being unprepared for something,Would not,No,No,Yes,No,Yes,No,I don't have a pet,Personality,21-30
AF8072B2ZN411,1054,Palani tamilnadu  india,Female,21-25,Would,My spirit will return to some universal entity,Religion,Constantly,Music/Art,Bad,I do,2,No,Divorced/Separated,Computer,Somewhat Obedient,Immunity,Very Strict,Nothing - I'm all good,Not much of my time,Exactly in the middle,4,Neither,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,I don't feel completely safe anywhere,Yes,Somewhat safe,Other,Yes,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Often,Flying,Would,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Nothing,21-30
AMMP4G813RW3P,736,Salem,Male,36-40,Would,I will go to heaven or hell,Exercise,Sometimes,Music/Art,Bad,I do not,2,No,Married,TV,A little of both,Intelligence,Exactly in the middle,Nothing - I'm all good,Some of my time,Exactly in the middle,3,Dad,Would,Youngest,Mother or father,Neither trustworthy or untrustworthy,Do not,More,Home,Yes,Neither safe nor scary,Other,Yes,Barack Obama,6-8 hours,Naturally,Often,Never,Other,Would,Yes,Yes,No,No,Yes,Yes,I don't have a pet,Nothing,21-30
A30BTYJQJ301WJ,450,Kozhikode,Female,21-25,Would not,I will go to heaven or hell,Proper diet,Sometimes,Prayer,Bad,I do,3,Yes,Single,Computer,Very Obedient,Intelligence,Very Strict,Better job,Some of my time,Very optimistic,2,Both about equally,Would,Youngest,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,With an Alarm clock,Never,Often,Being chased,Would not,No,Yes,No,No,No,Yes,Yes,Nothing,I'm not married
AD2ZW8JWVM65B,470,"Delhi , India",Male,Under 20,Would,Nothing. Game over.,Proper diet,Never,Prayer,Bad,I do,2,No,Single,TV,Somewhat Obedient,Intelligence,Exactly in the middle,More Money,Some of my time,Somewhat optimistic,2,Dad,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Somewhat safe,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Being unprepared for something,Would,No,No,No,No,No,Yes,I don't have a pet,Intelligence,I'm not married
AFXWI1ZZH577J,998,INDIA,Male,Under 20,Would,Nothing. Game over.,Environment,Once in a while,Family/friends,Bad,I do,2,No,Single,TV,A little of both,Intelligence,Somewhat Strict,Better health,Some of my time,Exactly in the middle,3,Dad,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,No,No,No,Yes,Yes,I don't have a pet,Nothing,21-30
AUVYPXZ2UBF00,331,Bangalore,Female,21-25,Would,I will go to heaven or hell,Environment,Constantly,Music/Art,Bad,I do,4,Yes,Married,TV,A little of both,Immunity,Very Strict,Better job,Some of my time,Somewhat pessimistic,2,Both about equally,Would,Youngest,Owner/master,Somewhat trustworthy,Do,Less,Work,Yes,Neither safe nor scary,Jewelry,No,Barack Obama,6-8 hours,By my Child/Children,Often,Seldom,Falling,Would not,Yes,Yes,Yes,No,Yes,Yes,I don't have a pet,Personality,Under 20
A1J6K1J1L7H5N5,825,"kanghangad,kerala,india",Female,Under 20,Would,I will go to heaven or hell,Proper diet,Sometimes,Music/Art,Bad,I do,3,No,Living with boyfriend/girlfriend,Other people,Very Obedient,Immunity,Exactly in the middle,Better Romance,Some of my time,Somewhat pessimistic,3,Mom,Would,Youngest,Playmate,Very trustworthy,Do,Less,I don't feel completely safe anywhere,Yes,Neither safe nor scary,Money,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Seldom,Being unprepared for something,Would not,No,No,No,No,No,Yes,I don't have a pet,Personality,I'm not married
A1K4K7R6YVBNM4,523,Chennai,Male,31-35,Would,I will be reincarnated,Exercise,Once in a while,Prayer,Good,I do not,3,Yes,Married,Newspapers/Magazines,Somewhat Independent,Lifespan,Very Strict,Better health,All my time,Very pessimisitc,3,Dad,Would,Middle,Mother or father,Very trustworthy,Do not,More,Work,No,Somewhat scary,Photo album,No,Barack Obama,4-6 hours,With an Alarm clock,Never,Never,Flying,Would not,Yes,No,Yes,No,No,Yes,I don't have a pet,Intelligence,31-40
A2HK5J5DPDRHY7,382,Bangalore,Male,21-25,Would,Nothing. Game over.,Proper diet,Constantly,Music/Art,Bad,I do,3,Yes,Single,Computer,A little of both,Intelligence,Somewhat Strict,More Money,Some of my time,Somewhat optimistic,2,Mom,Would,Middle,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Neither safe nor scary,Other,No,Mitt Romney,6-8 hours,Naturally,Seldom,Seldom,Flying,Would,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Nothing,I'm not married
A36IG39DC9EVWU,342,Shenkottai,Female,36-40,Would,Nothing. Game over.,Environment,Constantly,Music/Art,Bad,I do not,2,No,Married,Newspapers/Magazines,Very Independent,Intelligence,Exactly in the middle,Nothing - I'm all good,Some of my time,Exactly in the middle,1,Mom,Would,Middle,Mother or father,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Neither safe nor scary,Other,No,Barack Obama,4-6 hours,Naturally,Often,Seldom,Other,Would,No,No,No,No,No,Yes,No,Intelligence,21-30
A3BRGHNBKIOLM7,646,Kochi,Female,26-30,Would not,Nothing. Game over.,Exercise,Sometimes,Music/Art,Bad,I do,2,No,Married,Newspapers/Magazines,A little of both,Intelligence,Exactly in the middle,Better health,Not much of my time,Exactly in the middle,3,Both about equally,Would,Youngest,I don't have a pet,Very trustworthy,Do,More,Home,Yes,Very safe,Photo album,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Nothing,21-30
AGM0PZDXL4VEG,313,Karur,Female,31-35,Would,I will be reincarnated,Proper diet,Constantly,Work,Bad,I do,2,Yes,Married,Computer,Very Obedient,Immunity,Somewhat Strict,Better job,Most of my time,Somewhat pessimistic,1,Mom,Would,Middle,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Money,Yes,Barack Obama,4-6 hours,With an Alarm clock,Often,Seldom,Flying,Would not,Yes,Yes,No,No,Yes,Yes,No,Intelligence,21-30
ADFK3HW4HAH48,570,Kochi,Female,31-35,Would,My spirit will return to some universal entity,Environment,Sometimes,Music/Art,Bad,I do,3,Yes,Married,Computer,Somewhat Independent,Intelligence,Exactly in the middle,Better health,Most of my time,Exactly in the middle,3,Mom,Would,Middle,Playmate,Somewhat untrustworthy,Do,More,Church/Temple/Mosque,Yes,Somewhat scary,Photo album,Yes,Mitt Romney,6-8 hours,Naturally,Seldom,Seldom,Falling,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Personality,21-30
A1F62M59RFUIOZ,527,Kanyakumari District,Male,26-30,Would,I will go to heaven or hell,Exercise,Once in a while,Family/friends,Bad,I do not,3,No,Married,Computer,A little of both,Immunity,Somewhat Strict,Better health,Some of my time,Exactly in the middle,2,Dad,Would,Middle,I don't have a pet,Somewhat trustworthy,Do not,Less,School,Yes,Somewhat scary,Money,No,Mitt Romney,6-8 hours,Naturally,Often,Often,Being chased,Would not,No,No,No,Yes,No,Yes,I don't have a pet,Personality,21-30
A3O8YXPG1HGUH0,1057,"Kozhikode, kerala",Female,21-25,Would,Nothing. Game over.,Proper diet,Constantly,Prayer,Bad,I do,2,No,Single,Newspapers/Magazines,Somewhat Obedient,Lifespan,Somewhat Lenient,Better job,Some of my time,Exactly in the middle,2,Mom,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Other,No,Barack Obama,More than 8 hours,Naturally,Never,Seldom,Other,Would not,No,No,Yes,Yes,Yes,Yes,I don't have a pet,Nothing,I'm not married
